frequency_relative_to_carrier_hz	psd_relative_db
28001.953125	-54.839959
28004.882812	-55.049059
28007.812500	-54.672277
28010.742188	-54.490075
28013.671875	-54.748225
28016.601562	-55.392012
28019.531250	-55.473365
28022.460938	-55.028007
28025.390625	-55.393535
28028.320312	-55.134768
28031.250000	-55.617477
28034.179688	-55.514253
28037.109375	-54.195491
28040.039062	-53.943574
28042.968750	-54.804163
28045.898438	-55.766202
28048.828125	-54.819632
28051.757812	-54.471430
28054.687500	-54.758343
28057.617188	-54.579742
28060.546875	-54.986122
28063.476562	-54.682635
28066.406250	-54.504814
28069.335938	-54.379420
28072.265625	-55.402259
28075.195312	-55.653057
28078.125000	-54.937644
28081.054688	-53.934702
28083.984375	-53.724625
28086.914062	-53.958935
28089.843750	-54.066746
28092.773438	-54.609874
28095.703125	-54.676161
28098.632812	-54.663416
28101.562500	-53.876268
28104.492188	-54.052854
28107.421875	-55.837680
28110.351562	-54.605768
28113.281250	-54.750187
28116.210938	-54.558426
28119.140625	-54.089904
28122.070312	-54.414238
28125.000000	-54.920201
28127.929688	-54.345825
28130.859375	-54.177399
28133.789062	-53.959908
28136.718750	-54.575294
28139.648438	-56.041890
28142.578125	-55.338135
28145.507812	-55.292265
28148.437500	-54.705189
28151.367188	-53.699564
28154.296875	-54.290050
28157.226562	-54.694805
28160.156250	-54.088279
28163.085938	-53.636632
28166.015625	-54.934296
28168.945312	-54.495819
28171.875000	-55.376581
28174.804688	-55.289169
28177.734375	-55.540167
28180.664062	-55.256903
28183.593750	-54.981397
28186.523438	-54.497145
28189.453125	-54.125753
28192.382812	-54.489954
28195.312500	-55.054675
28198.242188	-55.744999
28201.171875	-55.071243
28204.101562	-54.512846
28207.031250	-54.394019
28209.960938	-54.435064
28212.890625	-54.451193
28215.820312	-54.393224
28218.750000	-54.290713
28221.679688	-53.315374
28224.609375	-53.722660
28227.539062	-54.671476
28230.468750	-55.259495
28233.398438	-55.382287
28236.328125	-54.407183
28239.257812	-53.316291
28242.187500	-53.491929
28245.117188	-53.600607
28248.046875	-55.191169
28250.976562	-55.207415
28253.906250	-55.712369
28256.835938	-55.138331
28259.765625	-54.978165
28262.695312	-54.421263
28265.625000	-53.371042
28268.554688	-53.502286
28271.484375	-54.963387
28274.414062	-53.730025
28277.343750	-53.921066
28280.273438	-54.547890
28283.203125	-55.149139
28286.132812	-55.613393
28289.062500	-55.034571
28291.992188	-55.213991
28294.921875	-55.149552
28297.851562	-55.080286
28300.781250	-54.850181
28303.710938	-54.476355
28306.640625	-55.505395
28309.570312	-56.341851
28312.500000	-55.079994
28315.429688	-53.877415
28318.359375	-54.779540
28321.289062	-54.486686
28324.218750	-54.759198
28327.148438	-54.079528
28330.078125	-53.990889
28333.007812	-54.869312
28335.937500	-54.280608
28338.867188	-54.478707
28341.796875	-54.589033
28344.726562	-54.869529
28347.656250	-54.922280
28350.585938	-54.968982
28353.515625	-54.106513
28356.445312	-53.641044
28359.375000	-54.327360
28362.304688	-54.979133
28365.234375	-54.535112
28368.164062	-54.428509
28371.093750	-55.571593
28374.023438	-54.069991
28376.953125	-54.377560
28379.882812	-55.405194
28382.812500	-55.449326
28385.742188	-55.127389
28388.671875	-54.641586
28391.601562	-55.389181
28394.531250	-54.703708
28397.460938	-54.025342
28400.390625	-54.594041
28403.320312	-55.894953
28406.250000	-56.210022
28409.179688	-55.391070
28412.109375	-55.689023
28415.039062	-56.662525
28417.968750	-55.098857
28420.898438	-54.084478
28423.828125	-54.255690
28426.757812	-54.415573
28429.687500	-54.389215
28432.617188	-54.987035
28435.546875	-56.252735
28438.476562	-54.411956
28441.406250	-54.221932
28444.335938	-53.605581
28447.265625	-54.265041
28450.195312	-56.052771
28453.125000	-54.817049
28456.054688	-54.769339
28458.984375	-54.714250
28461.914062	-54.387065
28464.843750	-54.393826
28467.773438	-55.591336
28470.703125	-55.598329
28473.632812	-54.086013
28476.562500	-53.654359
28479.492188	-54.034786
28482.421875	-53.726711
28485.351562	-54.334181
28488.281250	-54.057228
28491.210938	-53.925908
28494.140625	-54.697208
28497.070312	-54.841216
28500.000000	-54.150961
28502.929688	-53.815292
28505.859375	-55.976370
28508.789062	-54.991655
28511.718750	-54.629489
28514.648438	-55.063329
28517.578125	-54.880639
28520.507812	-54.115853
28523.437500	-54.749030
28526.367188	-54.056233
28529.296875	-54.303629
28532.226562	-54.686312
28535.156250	-55.089909
28538.085938	-55.101967
28541.015625	-55.002622
28543.945312	-54.209586
28546.875000	-54.917924
28549.804688	-55.677255
28552.734375	-54.234006
28555.664062	-54.214089
28558.593750	-55.005979
28561.523438	-56.238904
28564.453125	-55.573545
28567.382812	-55.057004
28570.312500	-53.784465
28573.242188	-53.094063
28576.171875	-54.034814
28579.101562	-53.801694
28582.031250	-53.322317
28584.960938	-54.316423
28587.890625	-53.842340
28590.820312	-53.661990
28593.750000	-53.941900
28596.679688	-54.813975
28599.609375	-56.487476
28602.539062	-55.227284
28605.468750	-54.676920
28608.398438	-54.628147
28611.328125	-55.249609
28614.257812	-55.138681
28617.187500	-53.578573
28620.117188	-54.466217
28623.046875	-54.898861
28625.976562	-53.930411
28628.906250	-54.339025
28631.835938	-54.577968
28634.765625	-54.807749
28637.695312	-55.375577
28640.625000	-54.952812
28643.554688	-54.545068
28646.484375	-54.758544
28649.414062	-54.951157
28652.343750	-55.298463
28655.273438	-54.386387
28658.203125	-54.118390
28661.132812	-54.780863
28664.062500	-54.839488
28666.992188	-54.685550
28669.921875	-55.432823
28672.851562	-55.855936
28675.781250	-54.301366
28678.710938	-54.002292
28681.640625	-54.746468
28684.570312	-54.874073
28687.500000	-54.924832
28690.429688	-54.313553
28693.359375	-54.695690
28696.289062	-54.744417
28699.218750	-54.135515
28702.148438	-54.207934
28705.078125	-54.968477
28708.007812	-54.772310
28710.937500	-54.809228
28713.867188	-55.852829
28716.796875	-56.311865
28719.726562	-55.191115
28722.656250	-54.360909
28725.585938	-55.002857
28728.515625	-54.512567
28731.445312	-55.097956
28734.375000	-54.986187
28737.304688	-54.973928
28740.234375	-54.777923
28743.164062	-54.779562
28746.093750	-55.212272
28749.023438	-55.107464
28751.953125	-54.550442
28754.882812	-54.333685
28757.812500	-54.865849
28760.742188	-54.914278
28763.671875	-54.038113
28766.601562	-54.531066
28769.531250	-55.132761
28772.460938	-54.849695
28775.390625	-54.546054
28778.320312	-54.871618
28781.250000	-55.660855
28784.179688	-55.040242
28787.109375	-54.327452
28790.039062	-54.069869
28792.968750	-53.687308
28795.898438	-54.527309
28798.828125	-54.588078
28801.757812	-54.495495
28804.687500	-53.495528
28807.617188	-54.022393
28810.546875	-53.973691
28813.476562	-54.614736
28816.406250	-55.958875
28819.335938	-54.102589
28822.265625	-54.545396
28825.195312	-54.891047
28828.125000	-54.999230
28831.054688	-55.582491
28833.984375	-55.757029
28836.914062	-54.650971
28839.843750	-54.403891
28842.773438	-55.325067
28845.703125	-55.282674
28848.632812	-54.661639
28851.562500	-55.043497
28854.492188	-54.416910
28857.421875	-54.651449
28860.351562	-55.287142
28863.281250	-55.620846
28866.210938	-54.691485
28869.140625	-54.210909
28872.070312	-55.493232
28875.000000	-55.155422
28877.929688	-54.590782
28880.859375	-53.754569
28883.789062	-53.733797
28886.718750	-53.909843
28889.648438	-55.730880
28892.578125	-55.207695
28895.507812	-54.840346
28898.437500	-54.811149
28901.367188	-54.905999
28904.296875	-53.827397
28907.226562	-53.868250
28910.156250	-54.180140
28913.085938	-54.515489
28916.015625	-54.069094
28918.945312	-54.445234
28921.875000	-54.067549
28924.804688	-54.663325
28927.734375	-54.923646
28930.664062	-53.611637
28933.593750	-53.757163
28936.523438	-53.976139
28939.453125	-54.606620
28942.382812	-53.969614
28945.312500	-54.021230
28948.242188	-54.124900
28951.171875	-54.503997
28954.101562	-54.886359
28957.031250	-55.415587
28959.960938	-56.132495
28962.890625	-55.516697
28965.820312	-54.300765
28968.750000	-53.826992
28971.679688	-54.847845
28974.609375	-54.671593
28977.539062	-54.364547
28980.468750	-54.265956
28983.398438	-53.937114
28986.328125	-54.188778
28989.257812	-55.124488
28992.187500	-54.288831
28995.117188	-54.873568
28998.046875	-54.869283
29000.976562	-55.695283
29003.906250	-55.681717
29006.835938	-54.474419
29009.765625	-53.497415
29012.695312	-54.083775
29015.625000	-55.809400
29018.554688	-55.806531
29021.484375	-55.365159
29024.414062	-55.102175
29027.343750	-54.932265
29030.273438	-54.496621
29033.203125	-54.335571
29036.132812	-54.802908
29039.062500	-54.932993
29041.992188	-55.959829
29044.921875	-55.238180
29047.851562	-54.135406
29050.781250	-53.531707
29053.710938	-54.611420
29056.640625	-54.636198
29059.570312	-55.081808
29062.500000	-55.622213
29065.429688	-54.424636
29068.359375	-54.709699
29071.289062	-54.696881
29074.218750	-53.902637
29077.148438	-54.223064
29080.078125	-53.955588
29083.007812	-54.245564
29085.937500	-55.195579
29088.867188	-55.188633
29091.796875	-54.204577
29094.726562	-53.387791
29097.656250	-53.820799
29100.585938	-54.697765
29103.515625	-55.156604
29106.445312	-55.477125
29109.375000	-54.592084
29112.304688	-53.669981
29115.234375	-53.799195
29118.164062	-53.788374
29121.093750	-53.766954
29124.023438	-54.724311
29126.953125	-55.810884
29129.882812	-55.435659
29132.812500	-54.807738
29135.742188	-55.629533
29138.671875	-56.652332
29141.601562	-54.495498
29144.531250	-54.832112
29147.460938	-55.311617
29150.390625	-54.590481
29153.320312	-54.757798
29156.250000	-54.817632
29159.179688	-55.396992
29162.109375	-54.365662
29165.039062	-55.294786
29167.968750	-56.180178
29170.898438	-54.918934
29173.828125	-54.680546
29176.757812	-54.731077
29179.687500	-54.143542
29182.617188	-54.449916
29185.546875	-55.868207
29188.476562	-55.719926
29191.406250	-54.717438
29194.335938	-53.483541
29197.265625	-54.272945
29200.195312	-55.092046
29203.125000	-54.942075
29206.054688	-55.172388
29208.984375	-56.276402
29211.914062	-55.310202
29214.843750	-55.335592
29217.773438	-54.645524
29220.703125	-53.684019
29223.632812	-53.787493
29226.562500	-55.074303
29229.492188	-55.489992
29232.421875	-55.006888
29235.351562	-55.234701
29238.281250	-55.553700
29241.210938	-53.802753
29244.140625	-54.195874
29247.070312	-54.690393
29250.000000	-54.496507
29252.929688	-54.042611
29255.859375	-55.037018
29258.789062	-54.403513
29261.718750	-54.149496
29264.648438	-54.456804
29267.578125	-55.348197
29270.507812	-55.233304
29273.437500	-55.135513
29276.367188	-54.837268
29279.296875	-54.867924
29282.226562	-54.188717
29285.156250	-55.052120
29288.085938	-55.009623
29291.015625	-54.972496
29293.945312	-55.123822
29296.875000	-53.615435
29299.804688	-54.533021
29302.734375	-54.799335
29305.664062	-54.097406
29308.593750	-54.377528
29311.523438	-54.602022
29314.453125	-54.940087
29317.382812	-54.813895
29320.312500	-53.637398
29323.242188	-54.099565
29326.171875	-53.993092
29329.101562	-54.097762
29332.031250	-54.693142
29334.960938	-54.611556
29337.890625	-55.141612
29340.820312	-55.128148
29343.750000	-54.422882
29346.679688	-54.297780
29349.609375	-54.429560
29352.539062	-54.073556
29355.468750	-53.621323
29358.398438	-55.304670
29361.328125	-55.752373
29364.257812	-55.332025
29367.187500	-54.432395
29370.117188	-54.465396
29373.046875	-54.640813
29375.976562	-54.291982
29378.906250	-55.053875
29381.835938	-54.933390
29384.765625	-54.678020
29387.695312	-55.610649
29390.625000	-55.101829
29393.554688	-55.172400
29396.484375	-55.441664
29399.414062	-54.654189
29402.343750	-54.208188
29405.273438	-54.349198
29408.203125	-55.093303
29411.132812	-55.386401
29414.062500	-54.780796
29416.992188	-53.687530
29419.921875	-54.538759
29422.851562	-55.230120
29425.781250	-54.104790
29428.710938	-53.921245
29431.640625	-53.590758
29434.570312	-54.527380
29437.500000	-54.427357
29440.429688	-54.345635
29443.359375	-54.631210
29446.289062	-54.983786
29449.218750	-54.811409
29452.148438	-55.243441
29455.078125	-55.397725
29458.007812	-55.115629
29460.937500	-54.527569
29463.867188	-55.040628
29466.796875	-55.096769
29469.726562	-54.325960
29472.656250	-55.720666
29475.585938	-55.721179
29478.515625	-54.929632
29481.445312	-54.626174
29484.375000	-54.522071
29487.304688	-55.449173
29490.234375	-55.791653
29493.164062	-54.767483
29496.093750	-55.034622
29499.023438	-55.935262
29501.953125	-55.438770
29504.882812	-55.459723
29507.812500	-55.588099
29510.742188	-54.641769
29513.671875	-54.246764
29516.601562	-55.184753
29519.531250	-55.215537
29522.460938	-55.540463
29525.390625	-55.431607
29528.320312	-55.458960
29531.250000	-53.156843
29534.179688	-53.368756
29537.109375	-54.548018
29540.039062	-54.314898
29542.968750	-54.467955
29545.898438	-54.839090
29548.828125	-54.620551
29551.757812	-54.274766
29554.687500	-55.057469
29557.617188	-54.443980
29560.546875	-54.210782
29563.476562	-55.113930
29566.406250	-55.784926
29569.335938	-55.056446
29572.265625	-54.078369
29575.195312	-53.883668
29578.125000	-54.141214
29581.054688	-54.366179
29583.984375	-54.003112
29586.914062	-54.269985
29589.843750	-54.908815
29592.773438	-54.487503
29595.703125	-55.498231
29598.632812	-55.682840
29601.562500	-55.024167
29604.492188	-54.750026
29607.421875	-54.091594
29610.351562	-54.422605
29613.281250	-55.364850
29616.210938	-55.250733
29619.140625	-54.443162
29622.070312	-54.544001
29625.000000	-55.405300
29627.929688	-54.209505
29630.859375	-53.976286
29633.789062	-55.633428
29636.718750	-54.860950
29639.648438	-54.627960
29642.578125	-54.338603
29645.507812	-54.914777
29648.437500	-54.918411
29651.367188	-55.520819
29654.296875	-55.325553
29657.226562	-55.232018
29660.156250	-55.910996
29663.085938	-55.226051
29666.015625	-54.291185
29668.945312	-53.577658
29671.875000	-54.260634
29674.804688	-54.328668
29677.734375	-53.748870
29680.664062	-55.217066
29683.593750	-55.019629
29686.523438	-54.723976
29689.453125	-54.883609
29692.382812	-54.232855
29695.312500	-54.777494
29698.242188	-55.068648
29701.171875	-54.645788
29704.101562	-54.357703
29707.031250	-53.978401
29709.960938	-54.425541
29712.890625	-54.721226
29715.820312	-54.504104
29718.750000	-54.036828
29721.679688	-54.430746
29724.609375	-53.104237
29727.539062	-53.642969
29730.468750	-54.136817
29733.398438	-53.854712
29736.328125	-54.335362
29739.257812	-55.270746
29742.187500	-55.816036
29745.117188	-56.322588
29748.046875	-54.623609
29750.976562	-53.944380
29753.906250	-54.734328
29756.835938	-54.503048
29759.765625	-55.173554
29762.695312	-56.068049
29765.625000	-55.609134
29768.554688	-56.145118
29771.484375	-54.584849
29774.414062	-54.689370
29777.343750	-54.302814
29780.273438	-54.068741
29783.203125	-55.157283
29786.132812	-57.032183
29789.062500	-56.178577
29791.992188	-54.666707
29794.921875	-54.910786
29797.851562	-55.402347
29800.781250	-54.400439
29803.710938	-53.917528
29806.640625	-54.408676
29809.570312	-54.634278
29812.500000	-53.822167
29815.429688	-54.522188
29818.359375	-54.710920
29821.289062	-54.217504
29824.218750	-54.470544
29827.148438	-54.235420
29830.078125	-55.429315
29833.007812	-55.155976
29835.937500	-55.481679
29838.867188	-55.608824
29841.796875	-54.717928
29844.726562	-53.954757
29847.656250	-53.577106
29850.585938	-53.784073
29853.515625	-53.507562
29856.445312	-54.913117
29859.375000	-55.844216
29862.304688	-55.310273
29865.234375	-54.775156
29868.164062	-54.515799
29871.093750	-53.969328
29874.023438	-54.182866
29876.953125	-55.100985
29879.882812	-55.461304
29882.812500	-54.645880
29885.742188	-55.013748
29888.671875	-54.177352
29891.601562	-54.333926
29894.531250	-55.658120
29897.460938	-56.144326
29900.390625	-54.452832
29903.320312	-53.711752
29906.250000	-54.627056
29909.179688	-53.868892
29912.109375	-54.720256
29915.039062	-54.910995
29917.968750	-55.098776
29920.898438	-55.638739
29923.828125	-54.986696
29926.757812	-54.070652
29929.687500	-53.909289
29932.617188	-54.174212
29935.546875	-54.642245
29938.476562	-56.004627
29941.406250	-56.113481
29944.335938	-54.559546
29947.265625	-54.535095
29950.195312	-55.394369
29953.125000	-53.940224
29956.054688	-54.615812
29958.984375	-54.961506
29961.914062	-54.711696
29964.843750	-54.484321
29967.773438	-54.737941
29970.703125	-55.662521
29973.632812	-55.506033
29976.562500	-54.230735
29979.492188	-53.788155
29982.421875	-53.686607
29985.351562	-54.508595
29988.281250	-56.036349
29991.210938	-55.030493
29994.140625	-54.522147
29997.070312	-54.363286
30000.000000	-54.145563
30002.929688	-54.999163
30005.859375	-54.596442
30008.789062	-54.742285
30011.718750	-54.762615
30014.648438	-54.716888
30017.578125	-55.670040
30020.507812	-54.632015
30023.437500	-55.493574
30026.367188	-55.532516
30029.296875	-55.845602
30032.226562	-54.841978
30035.156250	-54.020610
30038.085938	-54.069181
30041.015625	-54.965157
30043.945312	-54.527027
30046.875000	-54.889609
30049.804688	-55.416463
30052.734375	-56.080449
30055.664062	-54.718176
30058.593750	-54.269641
30061.523438	-56.035369
30064.453125	-55.699538
30067.382812	-54.837275
30070.312500	-55.376752
30073.242188	-54.973111
30076.171875	-55.504501
30079.101562	-55.796122
30082.031250	-54.887382
30084.960938	-54.946686
30087.890625	-54.277511
30090.820312	-54.624542
30093.750000	-55.253243
30096.679688	-55.201884
30099.609375	-54.410702
30102.539062	-53.794185
30105.468750	-54.701851
30108.398438	-55.219869
30111.328125	-55.984027
30114.257812	-55.487150
30117.187500	-54.558290
30120.117188	-55.128763
30123.046875	-55.022023
30125.976562	-55.216784
30128.906250	-55.404782
30131.835938	-55.449363
30134.765625	-54.357634
30137.695312	-54.973924
30140.625000	-54.949758
30143.554688	-55.574891
30146.484375	-54.960552
30149.414062	-54.413376
30152.343750	-53.399769
30155.273438	-54.193938
30158.203125	-55.414158
30161.132812	-55.168270
30164.062500	-56.510856
30166.992188	-54.890398
30169.921875	-54.295626
30172.851562	-54.809758
30175.781250	-55.491367
30178.710938	-54.617381
30181.640625	-54.157367
30184.570312	-55.515283
30187.500000	-54.640529
30190.429688	-53.407814
30193.359375	-54.158206
30196.289062	-54.944350
30199.218750	-55.102248
30202.148438	-54.904510
30205.078125	-54.948776
30208.007812	-53.752008
30210.937500	-54.656145
30213.867188	-54.479930
30216.796875	-54.401384
30219.726562	-54.165956
30222.656250	-54.391981
30225.585938	-55.288321
30228.515625	-54.410082
30231.445312	-53.195707
30234.375000	-53.278010
30237.304688	-52.622964
30240.234375	-51.645510
30243.164062	-54.359092
30246.093750	-54.314806
30249.023438	-54.833067
30251.953125	-54.874280
30254.882812	-55.835722
30257.812500	-55.168635
30260.742188	-54.242753
30263.671875	-55.104480
30266.601562	-55.879537
30269.531250	-54.741795
30272.460938	-54.434692
30275.390625	-54.628420
30278.320312	-55.705695
30281.250000	-55.892941
30284.179688	-54.641939
30287.109375	-54.755685
30290.039062	-55.287357
30292.968750	-55.152441
30295.898438	-55.717659
30298.828125	-55.419046
30301.757812	-55.316659
30304.687500	-54.676106
30307.617188	-54.262081
30310.546875	-55.126422
30313.476562	-55.413709
30316.406250	-54.736820
30319.335938	-53.634890
30322.265625	-53.871528
30325.195312	-54.547176
30328.125000	-55.244098
30331.054688	-55.211551
30333.984375	-55.089752
30336.914062	-55.600616
30339.843750	-55.479037
30342.773438	-53.823191
30345.703125	-54.828321
30348.632812	-54.700494
30351.562500	-55.237761
30354.492188	-54.371020
30357.421875	-54.981471
30360.351562	-55.180700
30363.281250	-54.129472
30366.210938	-54.361387
30369.140625	-55.555728
30372.070312	-56.682509
30375.000000	-55.485839
30377.929688	-54.562627
30380.859375	-54.380137
30383.789062	-55.340758
30386.718750	-56.170070
30389.648438	-55.009770
30392.578125	-54.313881
30395.507812	-55.017131
30398.437500	-56.208882
30401.367188	-55.631772
30404.296875	-54.918863
30407.226562	-54.773478
30410.156250	-55.803308
30413.085938	-55.131819
30416.015625	-54.624267
30418.945312	-55.160055
30421.875000	-55.087839
30424.804688	-54.699389
30427.734375	-54.329741
30430.664062	-55.113616
30433.593750	-55.854667
30436.523438	-55.524275
30439.453125	-54.706526
30442.382812	-54.338818
30445.312500	-54.622798
30448.242188	-54.695419
30451.171875	-55.312220
30454.101562	-54.580963
30457.031250	-54.271877
30459.960938	-54.503607
30462.890625	-53.778031
30465.820312	-53.859139
30468.750000	-54.262885
30471.679688	-54.862605
30474.609375	-55.970732
30477.539062	-55.447006
30480.468750	-54.222572
30483.398438	-54.482237
30486.328125	-55.630441
30489.257812	-55.052113
30492.187500	-54.998599
30495.117188	-55.227156
30498.046875	-56.042169
30500.976562	-55.567755
30503.906250	-55.047461
30506.835938	-54.790992
30509.765625	-54.751476
30512.695312	-54.235706
30515.625000	-54.650178
30518.554688	-54.878256
30521.484375	-54.416530
30524.414062	-54.565302
30527.343750	-54.769561
30530.273438	-55.263119
30533.203125	-55.305928
30536.132812	-54.015091
30539.062500	-54.260743
30541.992188	-54.614156
30544.921875	-55.480216
30547.851562	-55.728829
30550.781250	-56.162071
30553.710938	-55.407293
30556.640625	-55.014621
30559.570312	-54.859224
30562.500000	-54.465260
30565.429688	-54.233188
30568.359375	-55.038506
30571.289062	-54.516587
30574.218750	-54.050376
30577.148438	-54.849655
30580.078125	-54.185374
30583.007812	-55.616632
30585.937500	-55.963505
30588.867188	-54.805682
30591.796875	-54.427131
30594.726562	-55.217095
30597.656250	-55.360715
30600.585938	-54.224570
30603.515625	-53.921615
30606.445312	-54.137892
30609.375000	-53.899973
30612.304688	-53.952352
30615.234375	-54.495876
30618.164062	-53.823649
30621.093750	-54.951790
30624.023438	-55.073040
30626.953125	-55.107456
30629.882812	-54.899420
30632.812500	-54.667626
30635.742188	-54.823192
30638.671875	-54.849928
30641.601562	-54.776906
30644.531250	-54.107616
30647.460938	-54.865532
30650.390625	-54.617370
30653.320312	-53.534224
30656.250000	-53.562927
30659.179688	-54.418414
30662.109375	-54.179696
30665.039062	-54.489688
30667.968750	-55.108307
30670.898438	-54.277600
30673.828125	-55.212919
30676.757812	-56.206627
30679.687500	-56.037254
30682.617188	-55.472031
30685.546875	-54.622833
30688.476562	-54.083908
30691.406250	-54.745579
30694.335938	-54.409986
30697.265625	-54.551170
30700.195312	-54.637783
30703.125000	-53.869930
30706.054688	-54.071392
30708.984375	-54.450377
30711.914062	-54.693507
30714.843750	-55.919132
30717.773438	-54.898543
30720.703125	-54.701416
30723.632812	-55.021307
30726.562500	-54.995279
30729.492188	-54.710872
30732.421875	-53.853752
30735.351562	-54.006354
30738.281250	-54.151624
30741.210938	-53.566475
30744.140625	-54.491861
30747.070312	-55.718393
30750.000000	-54.946115
30752.929688	-54.589006
30755.859375	-55.247654
30758.789062	-55.280185
30761.718750	-54.841115
30764.648438	-55.956622
30767.578125	-56.858164
30770.507812	-56.033423
30773.437500	-54.871106
30776.367188	-54.325599
30779.296875	-53.956434
30782.226562	-55.380482
30785.156250	-54.101663
30788.085938	-53.702707
30791.015625	-54.009201
30793.945312	-54.565035
30796.875000	-54.677330
30799.804688	-55.324818
30802.734375	-55.150388
30805.664062	-54.862831
30808.593750	-54.668991
30811.523438	-54.154401
30814.453125	-54.551621
30817.382812	-55.651603
30820.312500	-54.898853
30823.242188	-54.417494
30826.171875	-53.830801
30829.101562	-54.440482
30832.031250	-54.441252
30834.960938	-54.404945
30837.890625	-55.053558
30840.820312	-55.070618
30843.750000	-54.531981
30846.679688	-55.098818
30849.609375	-54.980575
30852.539062	-54.088892
30855.468750	-55.347822
30858.398438	-55.922684
30861.328125	-54.327723
30864.257812	-53.749839
30867.187500	-54.220813
30870.117188	-55.045402
30873.046875	-54.125607
30875.976562	-54.662804
30878.906250	-55.180112
30881.835938	-54.626701
30884.765625	-55.003028
30887.695312	-54.214641
30890.625000	-53.784312
30893.554688	-54.266781
30896.484375	-54.636959
30899.414062	-54.681542
30902.343750	-54.698730
30905.273438	-54.909103
30908.203125	-54.777662
30911.132812	-54.288866
30914.062500	-53.467393
30916.992188	-53.692037
30919.921875	-54.484699
30922.851562	-54.771952
30925.781250	-55.487286
30928.710938	-54.429485
30931.640625	-54.344996
30934.570312	-55.676506
30937.500000	-55.020764
30940.429688	-54.772286
30943.359375	-55.249708
30946.289062	-55.039880
30949.218750	-54.600735
30952.148438	-53.769178
30955.078125	-54.235488
30958.007812	-54.470099
30960.937500	-54.640253
30963.867188	-54.200007
30966.796875	-54.852877
30969.726562	-55.393339
30972.656250	-54.891027
30975.585938	-55.968717
30978.515625	-55.792211
30981.445312	-55.336980
30984.375000	-55.028420
30987.304688	-56.096737
30990.234375	-55.143047
30993.164062	-55.377193
30996.093750	-55.469441
30999.023438	-55.469335
31001.953125	-54.250170
31004.882812	-54.167120
31007.812500	-54.364291
31010.742188	-55.070752
31013.671875	-55.556072
31016.601562	-55.038380
31019.531250	-55.689108
31022.460938	-54.215408
31025.390625	-54.369487
31028.320312	-55.547237
31031.250000	-55.486909
31034.179688	-54.803952
31037.109375	-55.244763
31040.039062	-55.752666
31042.968750	-55.547553
31045.898438	-55.304979
31048.828125	-55.313139
31051.757812	-54.451422
31054.687500	-54.052916
31057.617188	-53.526795
31060.546875	-53.560114
31063.476562	-54.750352
31066.406250	-55.245244
31069.335938	-55.138665
31072.265625	-54.510131
31075.195312	-54.148791
31078.125000	-53.712482
31081.054688	-54.696542
31083.984375	-55.026954
31086.914062	-54.251569
31089.843750	-55.774858
31092.773438	-55.840662
31095.703125	-55.625797
31098.632812	-55.247076
31101.562500	-53.753922
31104.492188	-53.936104
31107.421875	-54.303841
31110.351562	-54.057747
31113.281250	-54.218410
31116.210938	-53.986685
31119.140625	-53.584313
31122.070312	-54.198368
31125.000000	-53.798020
31127.929688	-54.092674
31130.859375	-55.235533
31133.789062	-55.051922
31136.718750	-55.652783
31139.648438	-55.647900
31142.578125	-55.255407
31145.507812	-55.712253
31148.437500	-54.863035
31151.367188	-54.391301
31154.296875	-55.198011
31157.226562	-54.750272
31160.156250	-54.850603
31163.085938	-54.327642
31166.015625	-53.709799
31168.945312	-54.485035
31171.875000	-55.592527
31174.804688	-54.983358
31177.734375	-54.974275
31180.664062	-55.786911
31183.593750	-54.963632
31186.523438	-54.635224
31189.453125	-55.252723
31192.382812	-54.752277
31195.312500	-54.526020
31198.242188	-54.463316
31201.171875	-55.312310
31204.101562	-54.410648
31207.031250	-54.362212
31209.960938	-55.555662
31212.890625	-55.314049
31215.820312	-54.531686
31218.750000	-54.166140
31221.679688	-54.792341
31224.609375	-55.062591
31227.539062	-55.086972
31230.468750	-54.873928
31233.398438	-54.614918
31236.328125	-54.514615
31239.257812	-55.160338
31242.187500	-53.963334
31245.117188	-53.986715
31248.046875	-54.458698
31250.976562	-55.245423
31253.906250	-54.667360
31256.835938	-53.870580
31259.765625	-55.194040
31262.695312	-56.302155
31265.625000	-55.259975
31268.554688	-54.129451
31271.484375	-54.877460
31274.414062	-55.662916
31277.343750	-55.461545
31280.273438	-55.104846
31283.203125	-55.026630
31286.132812	-54.695243
31289.062500	-55.206105
31291.992188	-54.653577
31294.921875	-54.833475
31297.851562	-55.185188
31300.781250	-54.987685
31303.710938	-54.742734
31306.640625	-54.814547
31309.570312	-54.836730
31312.500000	-54.687081
31315.429688	-54.790503
31318.359375	-54.532082
31321.289062	-54.381862
31324.218750	-53.952610
31327.148438	-54.527223
31330.078125	-55.017044
31333.007812	-54.452213
31335.937500	-54.535904
31338.867188	-55.078084
31341.796875	-53.572370
31344.726562	-53.252129
31347.656250	-53.669682
31350.585938	-54.087695
31353.515625	-54.295093
31356.445312	-53.592145
31359.375000	-54.103395
31362.304688	-54.151901
31365.234375	-54.854477
31368.164062	-54.532576
31371.093750	-53.482169
31374.023438	-54.146720
31376.953125	-54.732491
31379.882812	-54.779790
31382.812500	-55.604967
31385.742188	-54.186056
31388.671875	-53.631878
31391.601562	-54.763241
31394.531250	-54.517440
31397.460938	-55.034823
31400.390625	-55.245155
31403.320312	-55.223408
31406.250000	-55.069849
31409.179688	-55.989761
